Average Linear Utility,Average Maximum Utility,Average Polarized Winner,Least Polarized Winner,Most Blocking Loser,Most Polarized Winner,Nash Product Welfare,Variance Linear Utility,Variance Maximum Utility,Variance Polarized Winner,hpuid,methodname,numwinners,stratpct
2.241467063492064,0.8207061507936507,0.10386603322776593,0.06649440054982766,0.9825,0.1293486833601671,0.9136552973388548,1.0460860800126381,0.027529994885284344,0.0005510491019509528,1067263779475494016,SSQ,5,0.906588882335042
2.2257859126984125,0.8410763888888888,0.11034370264422493,0.10011212899970859,0.4,0.12330451687133406,0.9356285079502127,0.7867843667865286,0.01769624054338677,8.184278257621572e-5,1067263779475494016,AS,5,0.906588882335042
2.1968059523809527,0.8613196428571428,0.11218946843872617,0.09717268607844956,0.7625,0.14068237669540248,0.9145662138894035,0.8718302639287332,0.01966808869755959,0.0003008535722247573,1067263779475494016,STV,5,0.906588882335042
2.245959722222222,0.8254563492063491,0.105117336485648,0.09717268607844956,0.7625,0.11498522363029434,0.9334856414851486,0.862841696509276,0.022742962325834105,4.9072396533391836e-5,1067263779475494016,SSS,5,0.906588882335042
2.4526972222222225,0.6393908730158732,0.10612869264862024,0.10011212899970859,1.2325,0.11498522363029434,0.8232330798499841,2.225455813663792,0.1404573486628361,3.409942509535155e-5,1067263779475494016,MES_ExMQ,5,0.906588882335042
2.2321926587301597,0.7641140873015873,0.0964305280325269,0.06649440054982766,0.9825,0.10838972959883192,0.9125940976660502,1.0037221503088642,0.03097628706072456,0.0002896411712300599,1067263779475494016,MES_ExLR,5,0.906588882335042
2.2759003968253975,0.8745091269841269,0.09554595098539757,0.06305782556669491,0.0,0.13500311716196814,1.010541093614196,0.15645719222659327,0.012388535195885928,0.0008545704345527864,216814794157873440,SDV,5,0.18099133480963436
2.275136507936508,0.8718662698412696,0.09661469650785016,0.06840155317895785,0.0,0.13500311716196814,1.0104968941741932,0.15294525265026065,0.013029786717338253,0.0007734776730763072,216814794157873440,SSQ,5,0.18099133480963436
2.250079365079366,0.8817898809523809,0.09492750232229052,0.049070689279470635,0.0,0.14589801013365716,1.0016567803345067,0.14457842362854387,0.010998813416810117,0.0013748257249160062,216814794157873440,AS,5,0.18099133480963436
2.1651275793650804,0.913681349206349,0.12999401270225217,0.06840155317895785,0.0,0.155198678066515,0.973819557951027,0.09102499642643032,0.007930190446539725,0.0012384101600915525,216814794157873440,STV,5,0.18099133480963436
